,Id,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Complain,Age
1051,9671,1968-01-01,Graduation,Married,19514.0,1,1,2014-01-26,47,14,3,21,2,1,28,4,3,1,2,8,1,0,46.0
1052,8975,1968-01-01,Graduation,Married,19514.0,1,1,2014-01-26,47,14,3,21,2,1,28,4,3,1,2,8,0,0,46.0
1053,6616,1975-01-01,Graduation,Together,59481.0,0,1,2013-10-23,47,178,3,85,71,66,58,2,3,3,8,2,0,0,39.0
1054,6248,1947-01-01,Master,Single,91712.0,0,0,2013-10-17,47,1276,24,746,94,29,48,0,9,7,11,3,1,0,67.0
1055,7428,1975-01-01,Graduation,Together,80144.0,0,0,2013-09-30,47,240,132,445,250,192,108,1,3,7,8,1,0,0,39.0
1057,2937,1974-01-01,PhD,Single,68352.0,0,1,2013-08-28,47,614,16,132,43,33,33,3,8,5,9,6,0,0,40.0
1058,203,1975-01-01,Master,Single,81169.0,0,0,2013-04-14,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,38.0
1059,2021,1975-01-01,Graduation,Married,61456.0,0,1,2013-03-27,47,563,76,384,84,192,89,4,6,10,13,4,0,0,38.0
1060,880,1966-01-01,Basic,Together,22634.0,0,0,2013-01-16,47,2,23,11,8,6,46,1,2,1,2,8,0,0,47.0
1061,524,1966-01-01,Basic,Together,22634.0,0,0,2013-01-16,47,2,23,11,8,6,46,1,2,1,2,8,0,0,47.0
1062,10837,1975-01-01,Graduation,Married,23957.0,1,0,2012-10-28,47,2,1,18,20,11,16,1,2,0,3,6,1,0,38.0
1065,7679,1985-01-01,PhD,Single,30298.0,0,0,2014-05-19,48,6,3,12,6,1,0,1,1,1,3,3,0,0,29.0
1070,286,1952-01-01,Graduation,Single,44213.0,1,1,2013-11-29,48,95,11,35,0,4,7,4,2,1,5,6,0,0,62.0
1071,5922,1974-01-01,PhD,Married,40344.0,0,1,2013-10-13,48,210,0,6,0,0,2,2,4,1,5,7,0,0,40.0
1073,2478,1973-01-01,Graduation,Married,25410.0,1,0,2013-08-31,48,2,2,4,13,13,4,1,1,0,4,4,0,0,41.0
1074,1160,1970-01-01,Graduation,Married,13260.0,1,1,2013-08-23,48,9,4,17,10,2,7,4,3,0,3,8,0,0,44.0
1075,9214,1991-01-01,Graduation,Married,42691.0,0,0,2013-08-16,48,179,2,64,38,17,58,1,5,1,6,5,0,0,23.0
1076,273,1970-01-01,Master,Married,36138.0,1,1,2013-07-16,48,130,0,16,0,0,5,5,3,1,4,7,0,0,44.0
1079,9665,1957-01-01,PhD,Divorced,54237.0,0,1,2013-04-27,48,267,3,30,4,0,57,4,5,2,5,6,0,0,56.0
1080,2620,1974-01-01,PhD,Married,34596.0,1,0,2013-04-13,48,14,0,2,0,0,7,1,1,0,2,8,1,0,39.0
1081,8254,1974-01-01,PhD,Married,34596.0,1,0,2013-04-13,48,14,0,2,0,0,7,1,1,0,2,8,0,0,39.0
1084,3099,1970-01-01,Graduation,Divorced,44267.0,1,1,2013-02-25,48,183,5,65,3,5,49,5,5,2,4,9,0,0,43.0
1085,6318,1988-01-01,Graduation,Married,68487.0,0,0,2013-01-13,48,758,12,385,33,89,89,1,9,7,13,4,0,0,25.0
1086,5396,1988-01-01,Graduation,Married,68487.0,0,0,2013-01-13,48,758,12,385,33,89,89,1,9,7,13,4,0,0,25.0
1088,454,1980-01-01,Graduation,Together,69508.0,1,0,2012-11-14,48,824,32,162,42,32,43,2,11,4,11,6,0,0,33.0
1089,309,1961-01-01,PhD,Together,63342.0,0,1,2012-10-16,48,918,21,118,13,10,21,3,8,3,5,6,0,0,52.0
1090,3571,1961-01-01,PhD,Together,63342.0,0,1,2012-10-16,48,918,21,118,13,10,21,3,8,3,5,6,1,0,52.0
1091,8395,1961-01-01,Graduation,Single,82014.0,0,0,2012-08-20,48,980,37,265,35,163,31,1,3,6,12,6,1,0,52.0
1092,2591,1959-01-01,Graduation,Widow,76320.0,0,1,2014-06-22,49,526,35,214,69,53,35,2,6,3,4,2,0,0,55.0
1093,1640,1954-01-01,Graduation,Divorced,64587.0,1,1,2014-06-22,49,66,0,16,0,6,20,2,1,1,4,3,0,0,60.0
1095,9423,1979-01-01,Master,Married,32765.0,1,0,2014-02-23,49,13,3,17,7,3,3,2,2,0,4,5,0,0,35.0
1098,5294,1989-01-01,Graduation,Single,18358.0,1,0,2013-11-20,49,6,8,19,16,4,4,3,3,0,4,7,0,0,25.0
1100,2686,1969-01-01,Basic,Together,22390.0,0,0,2013-10-21,49,0,1,4,15,1,5,1,1,0,2,7,0,0,45.0
1103,3120,1981-01-01,Graduation,Together,38547.0,1,0,2013-08-28,49,6,1,10,0,1,4,1,1,0,2,8,0,1,33.0
1104,5868,1980-01-01,Graduation,Married,19107.0,1,0,2013-08-22,49,2,4,9,10,5,16,2,1,0,3,7,0,0,34.0
1105,8143,1985-01-01,PhD,Single,37929.0,0,0,2013-07-30,49,202,2,46,3,2,10,2,4,2,5,7,1,0,29.0
1106,3479,1950-01-01,Graduation,Single,16813.0,0,0,2013-07-19,49,4,8,11,12,2,13,1,2,0,3,7,0,0,64.0
1108,5543,1966-01-01,Graduation,Together,57811.0,0,1,2013-06-24,49,545,7,114,37,21,78,5,7,2,11,5,0,0,47.0
1109,9347,1956-01-01,Master,Together,50943.0,0,1,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,0,0,57.0
1110,10160,1956-01-01,Master,Together,50943.0,0,1,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,0,0,57.0
1112,7019,1963-01-01,Graduation,Together,54414.0,1,1,2013-01-23,49,109,18,16,24,26,18,4,3,1,5,4,0,0,50.0
1114,8939,1959-01-01,Graduation,Divorced,61250.0,0,1,2012-12-16,49,382,138,65,60,26,59,6,5,2,12,5,0,0,54.0
1115,10250,1947-01-01,Basic,Together,28389.0,0,0,2012-11-20,49,1,5,3,7,4,8,1,1,0,2,7,0,0,66.0
1116,1272,1965-01-01,Master,Single,55250.0,0,1,2012-10-21,49,664,58,83,32,0,66,4,7,5,10,5,0,0,48.0
1119,679,1957-01-01,PhD,Married,37633.0,1,1,2012-09-20,49,13,4,20,0,0,1,2,1,0,3,9,0,0,56.0
1122,7300,1952-01-01,Graduation,Divorced,69142.0,0,1,2014-06-29,50,448,4,34,6,4,39,3,8,1,7,5,0,0,62.0
1124,4603,1960-01-01,PhD,Married,65695.0,0,1,2014-01-31,50,371,32,189,0,58,6,2,5,4,10,4,0,0,54.0
1125,8659,1952-01-01,PhD,Together,69805.0,0,1,2014-01-21,50,750,71,174,13,10,20,2,6,8,11,2,0,0,62.0
1126,10708,1978-01-01,2n Cycle,Single,36975.0,1,0,2013-12-28,50,10,6,11,0,4,2,1,1,0,3,7,0,0,36.0
1127,1176,1973-01-01,Graduation,Married,26228.0,1,0,2013-09-22,50,2,6,4,3,1,9,1,1,0,2,8,0,0,41.0
1128,10380,1972-01-01,Master,Married,37787.0,1,0,2013-09-20,50,40,1,40,4,3,18,1,3,0,3,8,0,0,42.0
1131,6374,1954-01-01,PhD,Married,36930.0,0,1,2013-05-17,50,223,2,31,0,2,39,5,5,2,4,8,0,0,59.0
1132,5552,1963-01-01,Master,Divorced,48721.0,1,1,2013-05-13,50,81,18,113,47,13,21,6,4,2,5,6,0,0,50.0
1133,2245,1969-01-01,Master,Married,43641.0,1,1,2013-04-22,50,57,2,51,4,2,23,3,2,1,4,6,0,0,44.0
1135,9904,1956-01-01,Graduation,Married,71391.0,0,1,2013-03-29,50,336,123,274,46,123,141,5,6,5,12,3,0,0,57.0
1137,6642,1961-01-01,Graduation,Divorced,27215.0,2,1,2013-01-23,50,30,5,22,8,9,28,4,2,1,4,6,0,0,52.0
1142,8080,1986-01-01,Graduation,Single,26816.0,0,0,2012-08-17,50,5,1,6,3,4,3,1,0,0,3,4,0,0,27.0
1144,4550,1966-01-01,Master,Together,33564.0,0,1,2014-06-24,51,61,0,3,0,0,7,1,1,1,3,5,0,0,48.0
1146,10556,1959-01-01,Graduation,Married,54984.0,0,1,2014-05-24,51,173,13,131,32,3,6,4,6,1,6,7,0,0,55.0
1148,2891,1963-01-01,Graduation,Divorced,68118.0,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,51.0
1149,5011,1963-01-01,Graduation,Divorced,68118.0,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,51.0
1151,11039,1975-01-01,Graduation,Married,51948.0,0,1,2013-09-17,51,82,33,54,71,30,41,2,5,2,4,5,0,0,39.0
1152,78,1969-01-01,Graduation,Married,25293.0,1,0,2013-09-15,51,15,0,11,0,2,9,1,1,1,2,8,0,0,45.0
1153,5517,1969-01-01,Graduation,Married,25293.0,1,0,2013-09-15,51,15,0,11,0,2,9,1,1,1,2,8,0,0,45.0
1154,5290,1964-01-01,PhD,Married,41551.0,1,1,2013-08-14,51,220,0,33,3,0,23,5,5,1,5,8,0,0,50.0
1155,4128,1962-01-01,PhD,Together,56067.0,0,1,2013-07-20,51,517,12,54,16,6,120,2,7,4,7,5,0,0,52.0
1156,8534,1952-01-01,Graduation,Married,67433.0,0,2,2013-07-16,51,615,28,259,12,48,30,4,6,5,13,4,0,0,62.0
1157,9592,1983-01-01,Graduation,Together,22010.0,1,0,2013-06-30,51,11,2,9,3,0,8,2,2,0,3,8,0,0,30.0
1161,5989,1959-01-01,2n Cycle,Divorced,78353.0,0,1,2013-04-16,51,752,122,476,39,153,34,1,10,2,11,8,0,0,54.0
1162,635,1966-01-01,Master,Married,57183.0,1,1,2013-03-19,51,464,5,64,7,0,70,8,9,1,7,8,0,0,47.0
1163,6673,1965-01-01,Graduation,Single,23478.0,0,0,2013-03-19,51,28,6,27,12,17,39,1,3,0,3,8,0,0,48.0
1165,523,1989-01-01,Graduation,Married,37155.0,1,0,2013-01-31,51,23,0,26,7,15,3,1,2,0,4,5,0,0,24.0
1167,9736,1980-01-01,Graduation,Married,41850.0,1,1,2012-12-24,51,53,5,19,2,13,4,3,3,0,3,8,0,0,33.0
1168,1544,1967-01-01,Master,Divorced,81380.0,0,0,2012-12-22,51,741,68,689,224,68,103,1,4,2,10,2,0,0,46.0
1169,6575,1981-01-01,Graduation,Together,56386.0,1,1,2012-10-27,51,230,48,214,13,32,75,8,9,1,7,9,0,0,32.0
1170,6147,1971-01-01,Graduation,Divorced,25818.0,1,0,2012-10-18,51,5,2,8,2,2,9,1,0,1,2,7,0,0,42.0
1171,6354,1984-01-01,Graduation,Together,15345.0,1,0,2012-08-31,51,5,2,16,3,2,19,2,1,1,2,8,1,0,29.0
1172,4769,1977-01-01,Master,Together,57954.0,1,1,2014-06-18,52,456,4,24,0,0,9,7,8,2,6,7,0,0,37.0
1173,7540,1952-01-01,Graduation,Married,50300.0,0,1,2014-05-25,52,143,15,60,24,23,5,2,2,1,8,2,0,0,62.0
1176,9960,1991-01-01,Basic,Single,26868.0,1,0,2014-04-30,52,0,0,1,8,3,2,1,1,0,2,7,0,0,23.0
1178,1399,1958-01-01,Graduation,Married,72905.0,0,0,2014-01-21,52,407,114,445,181,165,203,1,3,7,9,1,0,0,56.0
1180,6340,1985-01-01,Graduation,Single,29938.0,1,0,2013-10-27,52,3,3,7,0,2,11,2,1,0,3,6,0,0,29.0
1183,2557,1970-01-01,Master,Single,29548.0,1,0,2013-08-29,52,7,1,6,3,1,11,1,1,1,2,4,0,0,44.0
1184,8786,1956-01-01,Master,Married,62058.0,0,1,2013-05-26,52,301,7,74,10,0,58,4,6,1,7,6,0,0,57.0
1187,2980,1952-01-01,Master,Single,8820.0,1,1,2013-03-22,52,12,0,13,4,2,4,4,3,0,3,8,0,0,61.0
1192,4764,1952-01-01,Master,Together,40442.0,1,1,2012-08-19,52,45,12,52,25,22,13,4,3,1,4,7,1,0,61.0
1195,5827,1958-01-01,Graduation,Divorced,35246.0,1,1,2014-04-16,53,36,0,12,2,2,10,4,3,1,3,5,0,0,56.0
1196,2958,1978-01-01,Graduation,Married,28442.0,2,0,2014-02-24,53,19,3,10,11,8,6,3,2,1,4,4,0,0,36.0
1197,4954,1956-01-01,Graduation,Married,48195.0,1,1,2014-01-21,53,106,27,68,52,7,5,6,4,2,5,6,0,0,58.0
1198,3139,1982-01-01,2n Cycle,Single,74116.0,0,0,2013-12-30,53,871,111,704,145,55,166,1,4,4,10,2,0,0,32.0
1200,8180,1952-01-01,Master,Divorced,59354.0,1,1,2013-11-15,53,233,2,53,3,5,14,3,6,1,5,6,0,0,62.0
1201,3276,1976-01-01,2n Cycle,Together,36301.0,1,0,2013-10-25,53,11,12,35,3,5,12,1,3,0,3,7,0,0,38.0
1203,3598,1972-01-01,Graduation,Married,62710.0,0,1,2013-05-23,53,441,35,83,7,29,11,4,4,2,12,4,0,0,41.0
1204,945,1965-01-01,Graduation,Together,36317.0,0,1,2013-05-22,53,87,3,25,3,2,13,2,3,0,4,7,0,0,48.0
1207,6230,1971-01-01,Graduation,Divorced,44421.0,1,1,2013-02-15,53,110,5,59,7,1,7,5,5,0,4,8,0,0,42.0
1210,1907,1950-01-01,Master,Divorced,63120.0,0,1,2012-09-28,53,965,69,279,54,41,69,5,8,4,9,7,1,0,63.0
1211,10478,1950-01-01,PhD,Married,55517.0,1,1,2012-09-27,53,483,0,108,0,6,36,5,11,1,6,9,1,0,63.0
1212,4188,1957-01-01,Graduation,Single,36864.0,0,1,2012-08-13,53,204,5,39,17,0,89,3,5,2,4,8,1,0,56.0
1219,3900,1972-01-01,Graduation,Married,65685.0,0,1,2014-03-29,54,642,14,49,0,7,57,1,9,2,9,5,0,0,42.0
1220,9958,1972-01-01,Graduation,Married,65685.0,0,1,2014-03-29,54,642,14,49,0,7,57,1,9,2,9,5,0,0,42.0
1221,8955,1957-01-01,PhD,Together,40451.0,0,2,2014-02-16,54,35,0,4,0,0,10,1,1,1,2,5,0,0,57.0
1222,10033,1973-01-01,2n Cycle,Divorced,31163.0,1,0,2014-02-13,54,2,3,10,11,2,10,1,1,0,3,6,0,0,41.0
1223,5751,1973-01-01,2n Cycle,Divorced,31163.0,1,0,2014-02-13,54,2,3,10,11,2,10,1,1,0,3,6,0,0,41.0
1225,7297,1973-01-01,Graduation,Single,7500.0,1,0,2013-12-26,54,5,3,10,12,7,20,4,3,1,3,7,0,0,41.0
1227,1232,1982-01-01,PhD,Together,70038.0,0,0,2013-10-25,54,587,54,348,71,54,130,1,4,4,8,2,0,0,32.0
1228,2345,1982-01-01,PhD,Together,70038.0,0,0,2013-10-25,54,587,54,348,71,54,130,1,4,4,8,2,0,0,32.0
1229,1628,1971-01-01,Graduation,Together,71796.0,0,0,2013-10-24,54,354,21,311,167,75,32,1,9,3,4,4,0,0,43.0
1230,5081,1967-01-01,2n Cycle,Together,47821.0,1,1,2013-10-20,54,9,0,16,6,6,10,1,1,0,3,8,0,0,47.0
1231,839,1975-01-01,PhD,Married,45503.0,1,0,2013-09-25,54,97,4,44,6,1,18,1,3,1,4,5,0,0,39.0
1232,3706,1978-01-01,Graduation,Single,28647.0,1,0,2013-08-21,54,19,8,29,0,12,26,1,2,2,2,7,1,0,36.0
1237,10486,1948-01-01,Graduation,Married,77142.0,0,0,2013-05-29,54,476,75,162,29,151,97,1,4,4,8,2,0,0,65.0
1239,7842,1968-01-01,Graduation,Single,36065.0,1,1,2013-03-31,54,18,7,34,10,2,3,3,3,0,3,8,0,0,45.0
1242,5995,1962-01-01,Graduation,Divorced,39552.0,1,1,2012-12-18,54,165,3,147,4,24,41,7,6,2,5,8,1,0,51.0
1246,2781,1981-01-01,Graduation,Single,72066.0,0,0,2014-06-23,55,1003,34,536,134,51,34,1,4,6,6,2,1,0,33.0
1249,10833,1975-01-01,Graduation,Married,65106.0,0,1,2014-05-24,55,790,19,133,12,0,19,3,8,3,13,6,0,0,39.0
1250,2315,1960-01-01,Graduation,Divorced,58401.0,0,1,2014-04-20,55,10,0,11,17,29,29,1,1,2,2,4,0,0,54.0
1252,10738,1951-01-01,Master,Single,49389.0,1,1,2013-08-29,55,40,0,19,2,1,3,1,2,0,3,7,0,0,63.0
1253,8286,1965-01-01,PhD,Together,51717.0,0,1,2013-08-20,55,98,1,17,0,1,5,1,3,0,4,7,0,0,49.0
1255,10691,1960-01-01,Master,Married,28520.0,1,1,2013-06-14,55,11,0,10,0,2,20,1,1,1,2,6,0,0,53.0
1256,9739,1963-01-01,Graduation,Single,34377.0,0,1,2013-01-19,55,62,0,22,3,1,26,2,2,2,2,7,0,0,50.0
1257,1829,1961-01-01,PhD,Divorced,54959.0,0,1,2013-01-19,55,1148,0,60,0,0,24,3,9,5,4,7,1,0,52.0
1258,6260,1955-01-01,Master,Together,82384.0,0,0,2012-11-19,55,984,51,432,180,120,190,1,3,10,13,1,1,0,58.0
1259,10448,1956-01-01,Graduation,Single,46998.0,0,1,2012-10-22,55,172,41,86,45,6,27,5,5,3,5,7,0,0,57.0
1260,1343,1968-01-01,Graduation,Together,58554.0,1,1,2012-09-26,55,368,24,68,38,0,88,6,8,2,6,7,0,0,45.0
1261,4749,1968-01-01,Graduation,Together,58554.0,1,1,2012-09-26,55,368,24,68,38,0,88,6,8,2,6,7,0,0,45.0
1262,531,1954-01-01,PhD,Divorced,57333.0,0,1,2012-09-22,55,941,14,397,76,58,176,11,8,5,9,6,1,0,59.0
1263,6905,1994-01-01,Graduation,Together,80685.0,0,0,2012-08-22,55,241,45,604,34,26,54,1,6,4,10,2,0,0,19.0
1264,1045,1965-01-01,Graduation,Together,52117.0,0,1,2012-08-16,55,112,10,107,30,0,20,2,5,2,4,7,0,0,48.0
1271,10634,1951-01-01,Master,Married,59412.0,0,0,2014-04-19,56,90,67,165,30,43,11,1,4,2,8,3,0,0,63.0
1272,5180,1968-01-01,PhD,Divorced,50616.0,0,1,2014-04-18,56,128,0,16,0,1,4,2,4,0,4,7,0,0,46.0
1273,6866,1969-01-01,Master,Together,35924.0,1,1,2014-03-23,56,8,0,14,2,3,7,1,1,0,3,5,0,0,45.0
1274,1328,1982-01-01,2n Cycle,Married,57937.0,0,1,2014-02-16,56,261,42,144,55,48,133,3,4,4,9,3,0,0,32.0
1276,4961,1974-01-01,Master,Together,21255.0,1,0,2014-01-21,56,29,0,25,2,2,3,4,2,1,4,4,0,0,40.0
1278,2075,1969-01-01,Graduation,Married,72460.0,0,0,2013-11-14,56,377,10,540,80,30,10,1,3,5,7,1,0,0,45.0
1282,4381,1971-01-01,PhD,Married,46463.0,1,1,2013-08-18,56,163,2,40,8,11,11,7,3,1,6,6,0,0,43.0
1291,11110,1973-01-01,Graduation,Single,3502.0,1,0,2013-04-13,56,2,1,1,0,0,1,0,0,0,0,14,0,0,40.0
1292,332,1957-01-01,Graduation,Married,47743.0,0,1,2013-03-22,56,198,2,43,0,12,20,3,4,1,6,6,0,0,56.0
1294,10319,1971-01-01,Graduation,Married,66303.0,0,1,2013-02-26,56,1090,12,96,16,12,60,4,3,4,11,8,0,0,42.0
1296,3445,1956-01-01,Graduation,Single,60714.0,0,0,2013-01-17,56,216,162,224,101,92,162,2,7,4,10,5,1,0,57.0
1298,4427,1995-01-01,2n Cycle,Single,83257.0,0,0,2012-09-18,56,536,27,590,38,107,67,1,5,10,12,6,1,1,18.0
1300,2066,1949-01-01,Graduation,Together,38823.0,0,1,2012-08-30,56,70,0,11,2,8,23,1,2,1,3,6,0,0,64.0
1301,3340,1977-01-01,Graduation,Married,42014.0,1,0,2012-08-17,56,244,15,108,4,15,50,6,7,1,6,8,1,0,36.0
1302,8685,1977-01-01,Graduation,Married,42014.0,1,0,2012-08-17,56,244,15,108,4,15,50,6,7,1,6,8,1,0,36.0
1303,4149,1948-01-01,PhD,Together,76140.0,0,0,2014-05-13,57,586,66,653,17,0,26,1,5,9,6,2,0,0,66.0
1304,8726,1964-01-01,2n Cycle,Divorced,41713.0,1,1,2014-04-29,57,77,8,44,10,10,25,5,3,1,4,6,0,0,50.0
1306,3283,1972-01-01,2n Cycle,Married,70932.0,0,1,2014-01-19,57,200,193,100,46,185,185,2,6,2,12,3,0,0,42.0
1308,800,1960-01-01,Graduation,Together,44512.0,1,1,2013-08-30,57,23,1,6,0,0,2,2,1,0,3,4,0,0,54.0
1310,5147,1948-01-01,Graduation,Single,90842.0,0,0,2013-07-29,57,774,70,118,182,187,93,1,4,9,13,1,0,0,66.0
1311,13,1947-01-01,PhD,Widow,25358.0,0,1,2013-07-22,57,19,0,5,0,0,8,2,1,0,3,6,0,0,67.0
1313,8724,1982-01-01,Graduation,Single,28567.0,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,31.0
1320,5123,1951-01-01,Master,Married,27450.0,0,0,2013-04-15,57,37,12,23,8,11,52,1,2,1,3,7,0,0,62.0
1322,4837,1965-01-01,PhD,Married,71322.0,0,1,2013-02-16,57,753,43,226,69,10,204,2,8,5,13,4,0,0,48.0
1323,9365,1976-01-01,PhD,Single,60000.0,0,1,2012-12-22,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,37.0
1324,8932,1969-01-01,Master,Together,65176.0,0,1,2012-10-29,57,960,28,183,220,70,70,4,9,6,6,6,0,0,44.0
1326,3537,1981-01-01,Graduation,Together,31089.0,1,0,2012-08-17,57,31,3,31,2,8,4,3,3,0,4,8,0,0,32.0
1327,9081,1988-01-01,Graduation,Single,20518.0,1,0,2014-05-18,58,4,1,6,4,1,9,1,1,1,2,5,0,0,26.0
1329,1050,1952-01-01,Graduation,Married,28332.0,0,0,2014-04-30,58,14,10,13,4,15,9,1,2,1,4,2,0,0,62.0
1330,5610,1965-01-01,Graduation,Together,33456.0,1,1,2014-04-21,58,7,3,10,8,1,7,2,1,0,3,7,0,0,49.0
1331,3526,1968-01-01,PhD,Married,38443.0,1,1,2014-01-27,58,32,0,5,0,0,1,2,1,0,3,7,0,0,46.0
1332,5136,1973-01-01,Graduation,Single,65333.0,0,1,2014-01-17,58,654,7,92,0,15,30,7,9,4,8,6,0,0,41.0
1335,6203,1947-01-01,Graduation,Together,74485.0,0,0,2013-08-24,58,499,149,815,173,49,49,1,6,7,12,3,0,0,67.0
1336,7192,1955-01-01,Graduation,Together,65748.0,0,1,2013-04-15,58,172,73,93,95,78,34,2,2,4,10,1,0,1,58.0
1337,5181,1982-01-01,Basic,Single,24367.0,1,0,2013-03-20,58,2,4,2,0,11,5,1,1,0,2,9,0,0,31.0
1338,9220,1971-01-01,Graduation,Single,91700.0,0,0,2013-01-17,58,576,172,961,125,115,19,1,8,6,5,3,1,0,42.0
1339,7734,1993-01-01,Graduation,Absurd,79244.0,0,0,2012-12-19,58,471,102,125,212,61,245,1,4,10,7,1,1,0,20.0
1342,3830,1953-01-01,Master,Married,59354.0,0,2,2014-04-24,59,295,21,78,39,13,13,1,4,4,7,3,0,0,61.0
1344,8514,1976-01-01,Graduation,Together,29478.0,1,0,2014-01-17,59,8,0,7,3,1,1,1,1,0,3,6,0,0,38.0
1345,7165,1972-01-01,Graduation,Together,64474.0,0,1,2013-10-22,59,381,35,172,56,86,93,2,8,2,10,5,0,0,42.0
1346,10236,1975-01-01,Master,Single,31160.0,1,0,2013-09-16,59,16,3,25,6,1,13,2,2,0,3,8,0,0,39.0
1347,2392,1972-01-01,Graduation,Married,40321.0,1,1,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,0,0,42.0
1348,1920,1972-01-01,Graduation,Married,40321.0,1,1,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,0,0,42.0
1349,3673,1971-01-01,Graduation,Single,55239.0,0,1,2013-07-14,59,371,17,238,23,24,106,3,7,5,11,5,0,0,43.0
1351,4518,1979-01-01,Graduation,Together,85693.0,0,1,2013-04-20,59,386,172,183,185,132,111,2,9,5,11,5,0,0,34.0
1352,8969,1977-01-01,Graduation,Married,71855.0,0,1,2013-01-16,59,548,31,422,0,112,28,4,5,5,11,3,0,0,36.0
1353,387,1976-01-01,Basic,Married,7500.0,0,0,2012-11-13,59,6,16,11,11,1,16,1,2,0,3,8,0,0,37.0
1354,1079,1971-01-01,PhD,Married,71969.0,0,1,2012-10-16,59,1000,0,76,0,0,10,3,3,4,9,8,0,0,42.0
1355,164,1977-01-01,PhD,Married,28973.0,0,0,2012-10-13,59,206,0,46,3,2,12,2,5,1,5,8,0,0,36.0
1358,8418,1958-01-01,2n Cycle,Single,38741.0,1,1,2014-03-30,60,7,10,17,8,6,13,2,2,0,3,7,0,0,56.0
1359,5300,1973-01-01,Master,Married,38961.0,1,0,2013-12-30,60,19,7,19,0,1,24,1,2,1,2,7,0,0,41.0
1363,7851,1949-01-01,Graduation,Widow,70165.0,0,0,2013-09-22,60,161,0,253,199,191,122,1,3,7,11,1,0,0,65.0
1366,6912,1967-01-01,PhD,Married,63246.0,0,2,2013-08-20,60,593,30,91,29,22,7,1,6,3,12,4,0,0,47.0
1367,5967,1952-01-01,Graduation,Together,33402.0,1,1,2013-07-18,60,26,2,19,10,5,8,3,2,1,3,8,0,0,62.0
1368,2109,1990-01-01,Graduation,Single,96843.0,0,0,2013-04-23,60,448,71,951,40,17,17,1,6,11,10,2,1,0,23.0
1369,6292,1986-01-01,PhD,Married,82333.0,0,0,2013-03-30,60,1311,0,359,46,89,17,1,4,3,10,2,1,0,27.0
1370,8537,1949-01-01,Graduation,Widow,72643.0,0,0,2013-02-27,60,526,80,553,123,94,53,1,3,10,7,2,1,0,64.0
1372,5935,1956-01-01,Master,Single,55284.0,0,1,2012-12-24,60,547,7,140,0,7,63,3,7,5,8,5,0,0,57.0
1376,1103,1976-01-01,Master,Married,81929.0,1,0,2012-09-29,60,1486,55,278,49,0,185,2,4,4,10,6,1,0,37.0
1381,4120,1975-01-01,2n Cycle,Single,49514.0,1,0,2013-12-17,61,88,39,78,58,13,93,2,6,1,4,7,0,0,39.0
1382,2836,1972-01-01,PhD,Married,43269.0,1,0,2013-09-16,61,10,1,7,0,0,1,1,1,0,2,8,0,0,42.0
1384,5841,1966-01-01,Graduation,Together,60894.0,0,1,2013-06-28,61,606,7,155,10,0,54,5,10,3,8,7,0,0,47.0
1385,3174,1959-01-01,Graduation,Together,87771.0,0,1,2013-05-22,61,1492,38,287,50,57,33,1,5,10,4,6,1,0,54.0
1386,5536,1959-01-01,Graduation,Together,87771.0,0,1,2013-05-22,61,1492,38,287,50,57,33,1,5,10,4,6,1,0,54.0
1390,3828,1951-01-01,Graduation,Married,71107.0,0,1,2013-02-17,61,533,10,217,198,174,195,2,7,6,13,4,0,0,62.0
1393,2802,1992-01-01,2n Cycle,Married,87000.0,0,0,2012-12-15,61,196,25,607,67,17,49,1,4,6,7,2,0,0,21.0
1394,368,1974-01-01,Graduation,Married,40049.0,0,1,2012-11-29,61,91,65,52,10,44,28,3,3,2,6,5,0,0,39.0
1395,3599,1970-01-01,Graduation,Married,63684.0,0,1,2012-11-26,61,575,80,428,208,93,80,3,8,4,8,5,0,0,43.0
1396,3389,1970-01-01,Graduation,Married,69016.0,0,1,2012-11-22,61,726,53,363,123,107,161,4,8,9,13,5,0,0,43.0
1397,10710,1979-01-01,Graduation,Married,7500.0,0,1,2012-08-29,61,5,2,3,3,0,5,1,1,0,2,8,0,0,34.0
1400,1127,1973-01-01,PhD,Married,85844.0,0,0,2014-05-29,62,938,19,843,25,95,38,1,6,6,7,2,0,0,41.0
1401,833,1955-01-01,Master,Married,38452.0,1,1,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,7,0,0,59.0
1402,3565,1955-01-01,Master,Married,38452.0,1,1,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,7,0,0,59.0
